Nom,Genre,Épisodes,Date de Diffusion,Score,Rank,Téléspectateurs,Acteurs,Date Debut,Date Fin
Guess Who I Am (2024),"Thriller, Comedy, Romance, Supernatural",24.0,,7.8,3484.0,"9,378","Zhang Yu Xi, Wang Zi Qi, Ke Nai Yu, Han Dong Lin, Wang Jia Yin, Liu Zhe Hui",nan,
My Boss (2024),"Comedy, Law, Romance",36.0,,7.8,3508.0,"15,163","Chen Xing Xu, Zhang Ruo Nan, Chen Xiao Yun, Li Jun Xian, He Wen Jun, Li Dian Zun",nan,
Snowfall (2024),"Thriller, Historical, Romance, Fantasy",24.0,,7.8,3485.0,"11,139","Gao Wei Guang, Nana Ouyang, Winwin, Maggie Huang, Ryan Ren, Tang Jing Mei",nan,
Small Town Stories (2024),"Music, Business, Romance, Life, Drama",30.0,,7.8,3675.0,"1,318","Karlina Zhang, Gao Zhi Ting, Wu Xing Jian, Song Jia Teng, Zhu Rui, Rain Lu",nan,
Smile Code (2024),"Comedy, Romance, Life, Youth",34.0,,7.8,3738.0,"10,672","Shen Yue, Lin Yi, Ye Xiao Wei, Zhang Tian Ai, Zhao Hai Yan, Ophelia Yang",nan,
Sweet Trap (2024),"Food, Comedy, Romance, Drama",24.0,,7.8,3648.0,"8,959","Xie Bin Bin, Zhang Miao Yi, Tian Xu Ning, Yakisa, Xu Yang Hao, Li Shu Man",nan,
"Later, I Laughed (2024)","Comedy, Life, Drama",24.0,,7.8,3928.0,"1,633","Teresa Li, Wei Da Xun, Wang Hao, Rainbow Xu, Liu Dan, Ding Guan Sen",nan,
Brocade Odyssey (2024),"Historical, Business, Romance, War",40.0,,7.8,3696.0,"4,589","Tan Song Yun, Zheng Ye Cheng, Jing Chao, Chen Xiao Yun, Sui Yong Liang, Hu Ya Jie",nan,
Best Choice Ever (2024),"Romance, Life, Drama, Family",37.0,,7.8,3844.0,"14,103","Yang Zi, Xu Kai, Xu Ling Yue, Gala Zhang, Niu Jun Feng, He Sai Fei",nan,
Embrace in the Dark Night (2024),"Action, Mystery, Romance",24.0,,7.8,3970.0,"10,877","Jesse Ren, Gao Rong Fang, Liu Tian Yang, Zhang Ya Meng, Sun Le Tian, Xie Xiao Lang",nan,
Love’s Rebellion (2024),"Mystery, Romance, Wuxia, Fantasy",36.0,,7.7,4079.0,"8,056","Jing Tian, Zhang Ling He, Darren Chen, Chang Long, Qiao Zhen Yu, Jing Yan Jun",nan,
Be Your Knight (2024),"Historical, Romance",29.0,,7.7,4173.0,"4,378","Fan Zhi Xin, Yang Yu Xi, Wang Jun Hao, Elaine Yi, Guo Jia Yu, Wang Ruo Lin",nan,
Echo of Her Voice (2024),"Music, Historical, Comedy, Romance",24.0,,7.7,4180.0,"5,228","Xu Jia Qi, Miles Wei, Caesar Wu, Zhang Yue, Huang You Ming, Lu Zhao Hua",nan,
The Promise of Growing Up Together (2024),Youth,24.0,,7.8,3797.0,"1,594","Tian Hong Jie, Ji Mei Han, Chen Kang, Zheng Cheng Cheng, Xu Xin Wen, Yin Rui",nan,
A Lucid Dream (2024),"Romance, Drama",18.0,,7.7,4197.0,"1,628","Wang Ya Jia, Cheng Yu Feng, Cheng Qi Meng, Yu Kai Ning, Lou Xin Yue, Shi Da Mao",nan,
Shooting Stars (2024),"Thriller, Historical, Mystery, Drama",34.0,,7.7,4246.0,"2,685","Li Xian, Ren Min, Zhou You, CiCi Wang, Wang Mao Lei, Jiang Yi",nan,
See Her Again (2024),"Thriller, Mystery, Drama, Fantasy",18.0,,7.7,4214.0,924,"William Chan, Cya Liu, Stephen Fung, Gardner Tse, Niki Chow, Kevin Chu",nan,
My Divine Emissary (2024),"Historical, Comedy, Romance, Fantasy",24.0,,7.7,4423.0,"2,723","Li Zi Xuan, Chen Jing Ke, Vincent Wei, Tan Xiao Fan, Wang Yun Zhi, He De Rui",nan,
Insect Detective Season 2 (2024),"Thriller, Mystery",26.0,,7.7,4408.0,"1,225","Gala Zhang, Chu Yue, Bie Thassapak Hsu, Nine Kornchid Boonsathitpakdee, Lawrence Wong, Fang Zi Bin",nan,
A Lonely Hero’s Journey (2024),"Thriller, Historical, Mystery, War",36.0,,7.7,4513.0,"1,602","Joseph Zeng, Zhang Song Wen, Chen Du Ling, Wang Yu Wen, Tian Kai, Zhang Feng Yi",nan,
Go Back Lover (2024),"Romance, Youth",24.0,,7.7,4768.0,"7,655","Li Yun Rui, Xu Ruo Han, Ryan Ren, Wang Yi Jin, Xia Hao Ran, Duan Yu",nan,
Liars in Love (2024),"Romance, Drama",24.0,,7.7,4453.0,"4,345","Cui Yu Xin, Li Jia Qi, Kimi Yang, He Ling Yao, Xiong Ao Bo, Elaine Yi",nan,
Dawn Is Breaking (2024),"Historical, Romance",30.0,,7.7,4517.0,"3,580","He Xuan Lin, Richard Li, Wang Xing Wei, Ai Hong Chen, Song Ke Jun, Luo Yu Tian",nan,
Golden House Hidden Love (2024),"Mystery, Comedy, Romance, Fantasy",24.0,,7.7,4578.0,"3,551","Lai Mei Yun, Wang Zi Hao, Gu Lan Di, Peng Bi Yao, Jin Xiao, Elena Tong",nan,
Sword and Fairy 1 (2024),"Romance, Wuxia, Fantasy",40.0,,7.7,4657.0,"3,016","He Yu, Yang Yu Tong, Xu Hao, Li Chuan, Hu Yi Xuan, Ye Sheng Jia",nan,
Jade's Fateful Love (2024),"Adventure, Historical, Romance, Fantasy",24.0,,7.6,4786.0,"2,593","Hankiz Omar, Yan Xu Jia, Zhang Jia Yuan, Huang Qiao, Ma Si Han, Lin Jun Yi",nan,
Nancheng Banquet (2024),"Historical, Mystery, Comedy, Romance",24.0,,7.7,4751.0,"2,908","Wang You Shuo, Zhao Zhao Yi, Xia Ning Jun, Zhou Zi Xin, Hu Zheng Jun, Hanson Ying",nan,
Undercover Affair (2024),"Action, Thriller, Romance, Drama",24.0,,7.7,4715.0,"4,717","Leo Yang, Han Le Yao, Zhang Xin Kai, Wang Rong, Qi Hang, Zhou Yu Ting",nan,
Men in Love (2024),"Romance, Life, Drama",40.0,,7.6,4867.0,"7,174","Hu Yi Tian, Liang Jie, Dai Xu, Liu Chang, Sun Jia Ling, Wu Qian Ying",nan,
Have a Crush on You (2024),Romance,24.0,,7.6,5166.0,"3,029","Wang Lu Qing, Jin Xiao, Liu Jia Xi, Bai Kai Rui, Liang Hao Chuan, Shang Xiao Yi",nan,
Married (2024),"Romance, Drama, Family",24.0,,7.6,4821.0,"1,298","Feng Shao Feng, Elvira Cai, Xing Zhao Lin, Jia Nai, Cao Lei, Xing Yu Jing",nan,
Lady Revenger Returns from the Fire (2024),"Action, Thriller, Historical, Romance",24.0,,7.6,5291.0,"3,594","Xu Lu, Miles Wei, Wu Chong Xuan, Denny Deng, Cheng Jin Ming, Yang Shu Yi",nan,
Our Memories (2024),"Romance, Youth",21.0,,7.6,5235.0,"1,679","Rain Lu, Fang Xiao Dong, Cheng Hong Xin, Li Meng Ying, Cao Sai Ya, Yang Yi Kai",nan,
Rise from the Ashes (2024),"Historical, Romance, Fantasy",24.0,,7.6,5297.0,"1,913","Jiang Zhi Nan, Li Zong Lin, Zha Jie, Liu Bei Ge, Jiang Peng Yu, Wang Hong",nan,
In Between (2024),"Romance, Life",27.0,,7.6,5160.0,"2,818","Tian Xi Wei, Xin Yun Lai, Zhang Zhe Hua, Zeng Meng Xue, Yuan Wen Kang, Zhou Yu Tong",nan,
Deep in the White Clouds There Is My Dear (2024),"Comedy, Romance",80.0,,7.6,5565.0,693,,nan,
Interlaced Scenes (2024),"Thriller, Mystery",15.0,,7.6,5479.0,798,"Ma Yi Li, Tong Da Wei, Gao Zhi Ting, Lan Ying Ying, Christine Zheng, Wang Jin Song",nan,
Dawn Amidst Hidden Clouds (2024),"Thriller, Historical, Mystery, Romance",22.0,,7.6,5396.0,"2,361","Chang Hua Sen, Zhao Qing, Qiu Hong Kai, Wang Xin Ting, Cheng Si Han, Liu Wei Sen",nan,
Palace Shadows: Between Two Princes (2024),"Thriller, Historical, Romance",24.0,,7.6,5425.0,"1,748","Zizi Xu, Lin Ze Hui, Jerome Deng, Lin Jun Yi, Huang Enyu, Huang Yun Yun",nan,
Come to Me (2024),"Romance, Drama",100.0,,7.5,5681.0,629,,nan,
Islands (2024),"Romance, Life, Drama, Family",40.0,,7.5,5711.0,"1,277","Ma Si Chun, Xu Fan, Li Cheng Ru, Liang Jing, Li Xiao Ran, Song Chun Li",nan,
Young Babylon (2024),"Adventure, Romance, Life, Youth",26.0,,7.5,5820.0,"3,994","Neo Hou, Yang Cai Yu, Julia Xiang, Fei Qi Ming, Zhang Teng, Chen Yi Ge",nan,
My Wife's Double Life (2024),"Thriller, Historical, Mystery, Romance",24.0,,7.5,5687.0,"4,294","Tang Xiao Tian, Sabrina Zhuang, Lin Feng Song, Cheng Zi, Li Pei En, Li Bo Yang",nan,
Saved by His Tender Love (2024),Romance,94.0,,7.6,5463.0,587,,nan,
False Face and True Feelings (2024),"Action, Historical, Mystery, Romance",26.0,,7.5,5911.0,"2,036","Han Dong Lin, Cui Yi Liang, Zhao Yuan You, Jiang Xi Rao, Jiang Yu Jia, Zhu Da Dan Er",nan,
The Love Duel (2024),"Historical, Romance, Fantasy",23.0,,7.5,5776.0,"1,005","Smile Hu, Wang Xuan, Leo Yang, Lei Si Yu, Sun Sheng Hao, Zhang Yu Han",nan,
Don't Disturb Me Farming (2024),"Romance, Drama",24.0,,7.5,5962.0,"1,678","Qu Meng Ru, Li Zhuo Yang, Liu Mu Zi, Guo Xing Chen, Jiang Zi Teng, Feng Li Ping",nan,
Sword and Fairy (2024),"Romance, Wuxia, Fantasy",36.0,,7.5,5900.0,"11,217","Xu Kai, Esther Yu, Fu Xin Bo, Wan Peng, Bai Bing Ke, Zhou Zhan",nan,
Love in the Desert (2024),"Historical, Romance, Drama, Martial Arts",26.0,,7.5,5877.0,"5,370","Hankiz Omar, Alen Fang, Levin Gao, Guan Chang, Ji Ling Chen, Yu Cong",nan,
The Fragments of Kylin (2024),"Romance, Wuxia, Fantasy",24.0,,7.5,6160.0,"2,232","Yang Xi Zi, Sun Chen Jun, Gao Zi Tian, He Shi, Cen Ming, Ding Zi En",nan,
Heartbeat Deviation (2024),Romance,99.0,,7.5,5833.0,518,,nan,
The Revenge of Begonia (2024),"Historical, Romance, Drama",24.0,,7.5,5905.0,"2,144","Hong Xiao, Yan Zi Xian, Cao Jun Hao, Nuo Nuo, Yang Xiao Bo, Yan Jin Feng",nan,
Tell No One (2024),"Thriller, Crime",12.0,,7.5,6241.0,826,"Ou Hao, Li Yi Tong, Eric Le Yang, Zhang Guo Qiang, Hu Lian Xin, Wang Tong Hui",nan,
Miss Unwieldy (2024),Romance,82.0,,7.5,6240.0,632,,nan,
My Special Girl (2024),"Comedy, Romance, Drama",24.0,,7.5,6381.0,"4,799","Leon Zhang, Ireine Song, Mao Lin Lin, Zhou Yan Chen, Isabella, Zhou Da Wei",nan,
Fighting for Love (2024),"Action, Historical, Romance, War",36.0,,7.5,6363.0,"4,621","Zhang Tian Ai, Zhang Hao Wei, Wang Rui Chang, Gao Ge, Chen Zheng Yang, Sun Shao Long",nan,
Moon Love (2024),"Historical, Romance, Fantasy",24.0,,7.5,6369.0,"1,312","Wang Jing Xuan, Ji Mei Han, Cao Wan Jin, Wang Xuan, Zeng Chen, Lin Meng",nan,
A Tale of Love and Loyalty (2024),"Historical, Romance, Drama",20.0,,7.5,6333.0,"4,979","Richard Li, Ming Jia Jia, Patrick Quan, Mu Le En, Wang Lue Tao, Li Si Yang",nan,
Revenge of Reborn Princess (2024),"Historical, Romance, Fantasy",20.0,,7.5,6487.0,"1,167","Gia Ge, Dong Zi Fan, Liu Jun Da, Wang Ze Xuan, Zhou Wei Wei, Hu Shi Wen",nan,
Step by Step Love (2024),"Comedy, Romance, Drama",28.0,,7.5,6518.0,"7,327","Zhao Zhi Wei, Lu Yang Yang, Brian Chang, Ni Mei Shi, Hu Bo Wen, Lyan Zhang",nan,
Drunk to Love You (2024),Romance,24.0,,7.5,6511.0,"1,343","Jeffrey, Lin Xin Yi, Xia Yi, Chai Ye, Liang Xiao Long, Xu Ke Er",nan,
The Resilient Dr. Ling (2024),"Historical, Comedy, Romance, Fantasy",27.0,,7.5,6406.0,"1,319","Amy Sun, Wang Hong Xin, Wang Nan Nan, Lu Jin Yuan, Li Yi Mu, Chen Yi Xi",nan,
The Unexpected Marriage (2024),"Historical, Comedy, Romance",24.0,,7.5,6503.0,"2,550","Qi Yu Chen, Wu Jun Ting, Wang Chuan, Gao Hui Lin, Li Xing Yao, Jin Chong",nan,
"Lost You, Found You (2024)","Romance, Wuxia",20.0,,7.5,6525.0,"2,197","Dai Gao Zheng, Tu Zhi Ying, Chris Zhu, Yan Rui Hao, Liu Xi Yu",nan,
Lovesickness (2024),"Historical, Romance",24.0,,7.4,6572.0,"1,372","Yu Yi Lei, Yan Zi Xian, Wang Zi Fei, Zhao Wen Long, Deng You, Zheng Chu Chen",nan,
Fry Me to the Moon (2024),"Food, Romance, Life, Drama",24.0,,7.4,6636.0,984,"Song Yi, Charmaine Sheh, Li Chun, Zhang Guo Li, Zhang Chao, Wang Ren Jun",nan,
The Substitute Princess's Love (2024),"Historical, Mystery, Romance",24.0,,7.4,6852.0,"3,134","Dylan Kuo, Zhang Miao Yi, Jesse Ren, Liu Zhi Wei, Liu Shu Yuan, Wu Yi Jia",nan,
Our Interpreter (2024),"Business, Romance, Life, Drama",36.0,,7.4,6781.0,"6,667","Victoria Song, Chen Xing Xu, Fei Qi Ming, Wang Sen, Lin Zi Lu, Yu Sha Sha",nan,
Love in the Tea Garden (2024),"Comedy, Romance, Life",24.0,,7.4,6733.0,"2,030","Qi Yan Di, Eric Hsiao, Tan Jia Tai, Fang Si Chang, Gao Kai, Zhu Hai Jun",nan,
The Dangerous Lover (2024),"Historical, Romance, Fantasy",26.0,,7.4,6718.0,"1,916","Zhao Jia Min, Hei Ze, Yang Teng, Zhang Zi Jian, Liu Bei Shi, Zhou Pei Chen",nan,
Enslaved by Love (2024),"Historical, Romance",24.0,,7.4,7009.0,"2,815","Zizi Xu, Cheng Yu Feng, Teng Ze Wen, Tian Guang Yu, Lin Shi Han, Ye Xiao Qiu",nan,
The Night Is Still Young (2024),"Historical, Romance",30.0,,7.4,6707.0,"1,106","Zhang He, Vicky Liang, Wang Jun Hao, Deng Zhi Hao, Cheung Hoi Yuet, Yang Qiao Yu",nan,
Life after Life (2024),"Historical, Romance, Fantasy",25.0,,7.4,6868.0,"1,046","Li Zi Xuan, Zhang He, Xia Zhi Yuan, Xie Xin, Frankie Guo, Ning Xian Zhou",nan,
Fall in Love with a Fox (2024),"Comedy, Romance, Wuxia",29.0,,7.4,7172.0,"2,046","Wanyan Luo Rong, Xu Hao, Liu Yu Han, Ma Hao Dong, Eve Lu, Yang Shi Qian",nan,
Fatal Allure (2024),"Mystery, Romance, Drama",26.0,,7.4,6856.0,"3,431","Dai Gao Zheng, Hong Xiao, Fan Xiao Dong, Tang Si Jia, Zhang Rui En, Min Zheng",nan,
Double Life (2024),"Historical, Romance, Drama",27.0,,7.4,7099.0,"1,102","Hu Yi Yao, Wang Xuan, Li Yan Man, Wang Zi Jia, Luo Rui, Han Shuo",nan,
Playing House (2024),"Comedy, Romance, Fantasy",24.0,,7.4,7124.0,"1,466","Tu Zhi Ying, Cavan Wen, Tan Jia Tai, Wu Hai, Qi Yi, Sun Can",nan,
Immortal Destiny (2024),"Historical, Romance, Drama, Fantasy",24.0,,7.4,7229.0,"1,904","Hu Yi Yao, Huang Xing, Erfan Aziz, Peng Yi Han, Zhan Zi Lin, Xu Ding",nan,
A Flower on the Continent (2024),"Historical, Romance",28.0,,7.4,6968.0,706,"Li Yi Tong, Liang Xue Feng, Xu Hao Xiang, Lou Yu Yao, Chen Chu Dong, Wen Chun Di",nan,
What If (2024),"Romance, Life, Drama",20.0,,7.4,7241.0,"3,610","Zhong Chu Xi, Liu Xue Yi, Lin Yu Shen, Yao Chi, Liu Meng Meng, Liu Dan",nan,
The Expect Love (2024),"Historical, Mystery, Romance, Fantasy",36.0,,7.4,7135.0,"1,562","Winnie Zhang, Li Jiu Lin, Osborn Ma, Zhu Mo Yan, Li Shi Qi, Tan Li Min",nan,
Peacock in Wonderland (2024),"Historical, Romance, Fantasy",42.0,,7.4,7286.0,"1,716","Zhou Jun Wei, Zhang Chu Han, Xu Mu Chan, Jerron Wu, Liu Yi Hong, Zhang Yuan Yu",nan,
Practice Daughter (2024),"Historical, Comedy, Romance, Fantasy",24.0,,7.4,7328.0,"1,848","Zhang Miao Yi, Yang Hao Ming, Chen Si Yu, Xu Ke, Sun Zi Hang, Fu Rou Mei Qi",nan,
Love Trap (2024),"Historical, Romance",24.0,,7.4,7190.0,"1,555","Yan Zi Xian, Zhao An Di, Lin Ya Dong, Liu Xin Nian, Lu Yang, Yan Jun Yi",nan,
My Name Is Zhao Wu Di (2024),"Thriller, Romance, Drama",24.0,,7.4,7383.0,"1,397","Zhao Yao Ke, Leo Yang, Darrien Zhang, Gu Yi Fan, Cheng Long, Luo Yu Tian",nan,
The Divine Healer (2024),"Romance, Wuxia, Youth, Fantasy",24.0,,7.3,7438.0,"1,029","Lin Xiao Zhai, Pan Yi Hong, Hu Wei, Vicky Liang, Chen Rui Feng, Akezhuli Zhuguli",nan,
Hard Noble Lady (2024),"Historical, Romance, Fantasy",30.0,,7.4,7389.0,"1,146","Ke Ying, Aaron Deng, Zhu Min Xin, Zhang Zhang, Chen Yun Xi, Sun Jia Qi",nan,
A Talented Girl Grows Up (2024),"Historical, Comedy, Romance, Fantasy",24.0,,7.3,7440.0,"1,211","Chen Fang Tong, Zhao Wen Hao, Zhu Zi Jie, Fang Si Chang, Yang Yu Bin, Kay Song",nan,
All of Her (2024),"Romance, Drama",26.0,,7.3,7502.0,"2,961","Sun Yi Ran, Li Zhuo Yang, Qiu Jia Qi, Wang Yi Lei, Yang Xiao Bo, Jenny Zhang",nan,
You Are My Whole World (2024),"Romance, Wuxia",28.0,,7.4,7364.0,792,"Lin Xiao Zhai, Brian Chang, Wang Jia Li, Chai Yi Ge, Ma Juan Juan, Chi Yuan",nan,
Two Foxes (2024),"Romance, Drama",24.0,,7.3,7481.0,605,"Cheng Yu Feng, Cui Yi Liang, Guo Xing Ye, Ma Li, Hu Jian, Han Shuo",nan,
Unspeakable Longing (2024),"Historical, Romance, Fantasy",24.0,,7.4,7365.0,"1,148","Lin Xin Yi, Yan Zi Xian, Li Bo Yan, He Shi, Liu Jia Xi, Liu Wei Zhou",nan,
Beauty Strategy (2024),"Historical, Romance, Fantasy",24.0,,7.3,7559.0,"1,912","Guan Chang, Zhang Jing Yun, Zhu Jin Tong, Yuan Zi Ming, Cheung Hoi Yuet, Li Xi Yuan",nan,
My Piggy Boss (2024),"Comedy, Romance, Sci-Fi, Fantasy",12.0,,7.3,7590.0,"1,007","Zhu Lin Yu, Lu Dong Xu, Liang Chen, Na Sheng Yan, Yang Jun Han",nan,
The Soulmate (2024),"Thriller, Historical, Mystery",24.0,,7.3,7742.0,"1,031","Snow Kong, Li Ge Yang, Zhang Hao Yu, Gong Zheng Ye, Zhu Jin Tong, Wang Yu",nan,
Love & Bid Farewell (2024),"Historical, Romance, Crime",24.0,,7.3,7628.0,"2,088","He Xuan Lin, Yan Zi Xian, Gao Ming Chen, Mo Han, Zhou Pei Chen",nan,
Eternal Lovesickness (2024),"Historical, Romance",24.0,,7.3,7766.0,654,"Ma Si Han, Wang Yi Tian, Zhang Chi, Yang Tao, Xu Ming Zheng, Liu Xin Nian",nan,
Debit Queen (2024),"Historical, Comedy, Romance, Drama",24.0,,7.3,7678.0,"1,963","Zhao Yi Qin, Li Jia Qi, Jiang Jun Han, Pan Yue, Wang Zun, Deng Zhi Yuan",nan,
Please Remember Me (2024),"Thriller, Historical, Romance, Fantasy",30.0,,7.3,7842.0,"1,258","Yang Ze, Zong Yuan Yuan, Zhang Fei Fei, Wang Ya Ni, Wang Jia Mao, Ming Yue",nan,
Fate of Beauty (2024),"Historical, Romance, Drama",24.0,,7.3,7725.0,887,"Zhang Chu Han, Zhao Huan Ran, Yan Zi Xian, Qi Diao Yi Rou, Cai Hai Ting, Yi Fan",nan,
The Rebel Empress (2024),"Historical, Mystery, Romance, Fantasy",24.0,,7.3,7771.0,"1,343","Yu Xuan Chen, Ji Shu Yi, Zeng Xi Tang, Zhou Rong Qian, Wang Yi Nan, Wang Hong Qian",nan,
Chasing Love (2024),"Historical, Romance, Fantasy",24.0,,7.3,7775.0,"1,027","Smile Hu, Yan Zi Xian, Bi Shao Yan, Wang Jun Zhe, Zhu Que Cheng",nan,
The Princess (2024),"Historical, Mystery, Romance, Drama",40.0,,7.3,7685.0,"1,054","Yuan Hao, Jiang Zhi Nan, Qiu Hong Kai, Zhu Zi Jie, Zhao Qi Yue, Roada Xu",nan,
Blade's Dance with You (2024),"Thriller, Historical, Romance, Crime",24.0,,7.3,7847.0,"1,259","Hong Xiao, Yang Ze, Bellamy, Sun An Qi, Wang Zhi Yong, Wang Jia Li",nan,
Walk with You (2024),"Historical, Romance, Supernatural",24.0,,7.3,7934.0,"1,145","Lin Ze Hui, Zizi Xu, Zhu Min Xin, He Shi, Gao Kai, Zhu Xin Yuan",nan,
Dusk Love (2024),"Business, Romance",24.0,,7.3,8049.0,"5,462","An Yong Chang, Dai Gao Zheng, Wang Ze Xuan, Chen Yu, Wang Ye, Ge Xiao Xi",nan,
Joy of Life Season 2 (2024),"Comedy, Romance, Wuxia, Fantasy",36.0,,9.0,64.0,"12,002","Zhang Ruo Yun, Wu Gang, Li Qin, Chen Dao Ming, Tian Yu, Song Yi",nan,
The Spirealm (2024),"Mystery, Horror, Comedy, Fantasy",78.0,,8.9,90.0,"12,781","Xia Zhi Guang, Huang Jun Jie, Liu Ruo Gu, Liu Xiao Bei, Lu Meng Lin, Yan Zi Xian",nan,
The Double (2024),"Historical, Mystery",40.0,,8.8,132.0,"28,934","Wu Jin Yan, Wang Xing Yue, Chen Xin Hai, Liang Yong Qi, Li Meng, Joe Chen",nan,
Blossom (2024),"Historical, Mystery, Romance, Fantasy",34.0,,8.8,147.0,"18,461","Meng Zi Yi, Li Yun Rui, Snow Kong, Xia Zhi Guang, Alina Zhang, Yan An",nan,
Guardians of the Dafeng (2024),"Comedy, Romance, Wuxia, Fantasy",40.0,,8.7,209.0,"14,169","Dylan Wang, Tian Xi Wei, Liu Yi Jun, Yan Zi Dong, Wang Run Ze, Yan Pei Lun",nan,
To the Wonder (2024),"Romance, Life, Family",8.0,,8.7,232.0,"4,157","Ma Yi Li, Zhou Yi Ran, Yu Shi, Jiang Qi Ming, Alimujiang, Alima Mayutian",nan,
Blossoms in Adversity (2024),"Historical, Business, Romance",40.0,,8.7,249.0,"17,562","Zhang Jing Yi, Hu Yi Tian, Caesar Wu, Lu Yu Xiao, Bian Cheng, Myolie Wu",nan,
The Legend of Shen Li (2024),"Romance, Wuxia, Drama, Fantasy",39.0,,8.7,253.0,"19,585","Zhao Li Ying, Lin Geng Xin, Xin Yun Lai, He Yu, Zeng Li, Wei Zi Xin",nan,
Angels Fall Sometimes (2024),"Romance, Life, Melodrama",24.0,,8.7,281.0,"8,998","Lin Yi, Landy Li, Sun Tian Yu, Li Xin Ran, Lin Lu, Wang You Jun",nan,
Fangs of Fortune (2024),"Mystery, Romance, Wuxia, Fantasy",34.0,,8.6,345.0,"18,338","Neo Hou, Chen Du Ling, Tian Jia Rui, Cheng Xiao, Lester Lin, Xu Zhen Xuan",nan,
Amidst a Snowstorm of Love (2024),"Romance, Sports",30.0,,8.5,493.0,"32,275","Leo Wu, Zhao Jin Mai, Wang Xing Yue, Ding Xiao Ying, Chen Jing Ke, Dong Zi Fan",nan,
Love Game in Eastern Fantasy (2024),"Romance, Wuxia, Fantasy",32.0,,8.5,512.0,"23,876","Esther Yu, Ding Yu Xi, Zhu Xu Dan, Yang Shi Ze, Gillian Chung, Xu Hai Qiao",nan,
Are You the One (2024),"Historical, Romance, Drama",40.0,,8.5,567.0,"13,875","Zhang Wan Yi, Wang Chu Ran, Chang Hua Sen, Liu Ling Zi, Zhang Chi, Yuan Yu Xuan",nan,
Strange Tales of Tang Dynasty II To the West (2024),"Thriller, Mystery, Horror, Wuxia",40.0,,8.5,634.0,"2,074","Yang Xu Wen, Yang Zhi Gang, Gao Si Wen, Chen Chuang, Sun Xue Ning, Liu Zhi Yang",nan,
War of Faith (2024),"Action, Historical, Drama, Political",38.0,,8.4,733.0,"4,316","Wang Yi Bo, Li Qin, Wang Yang, Zhang Tian Yang, Wang Xue Qi, Song Shuai",nan,
Will Love in Spring (2024),"Romance, Life, Drama, Family",21.0,,8.4,767.0,"16,540","Li Xian, Zhou Yu Tong, Wu Jun Ting, Zhang Xi Wei, Liu Lin, Fang Fang",nan,
Dashing Youth (2024),"Wuxia, Youth, Fantasy",40.0,,8.4,810.0,"10,438","Neo Hou, He Yu, Hu Lian Xin, Xia Zhi Guang, Jiang Zhen Yu, Zhang Chen Xiao",nan,
The Rise of Ning (2024),"Historical, Romance, Drama",40.0,,8.4,808.0,"9,158","Zhang Wan Yi, Ren Min, Ci Sha, Nine Kornchid Boonsathitpakdee, Wu Yu Heng, Hu Jia Xin",nan,
Under the Skin Season 2 (2024),"Thriller, Mystery, Drama",28.0,,8.4,847.0,"4,758","Tan Jian Ci, Jin Shi Jia, Baby Zhang, Zhu Jia Qi, Lu Yan Qi, Qin Hai Lu",nan,
Live Surgery Room (2024),"Mystery, Drama, Medical",28.0,,8.3,1045.0,"2,968","Vin Zhang, Dai Xu, Liu Min Tao, Zhao Zhi Wei, Yang Yu Tong, Liu Guan Cheng",nan,
Palms on Love (2024),"Historical, Romance",24.0,,7.3,8061.0,"1,964","Li Ruo Tian, Wang Yun Han, Qi Hang, Zhu Xin Yuan, Zhao Hai Yu Ning, Li Yi Chen",nan,
When We Meet Again (2024),"Historical, Romance, Fantasy",24.0,,7.3,7927.0,637,"Wu Ji Feng, Yang Teng, Chen Wai, Liu Shan, Wei Yuan",nan,
Five Kings of Thieves (2024),"Wuxia, Fantasy",12.0,,7.3,8122.0,"1,489","Darren Wang, Ren Min, Zhao Hua Wei, Wang Xiu Zhu, Tan Xiao Fan, Wang Ruo Lin",nan,
Perfect Her (2024),"Romance, Drama, Supernatural",20.0,,7.3,8029.0,"1,610","Luo Zheng, Xu Yi Yang, Du Yu Chen, Yang Bing Zhuo, Song Yi Xing, Megan Hwang",nan,
Lost and Found (2024),"Romance, Drama, Family",23.0,,7.3,8086.0,"2,030","Wen Mo Yan, Shen Hao Nan, Zhao Dong Hao, Li Xue Jiao, Sun Rui Yang, Yang Zai",nan,
Roses & Guns (2024),"Historical, Romance, Drama",18.0,,7.2,8273.0,"2,187","Flora Dai, Dai Gao Zheng, Xiang Xing Yu, Peng Yi Han, Lin Ya Dong, Tan Kuo Kuo",nan,
We All Lie (2024),"Thriller, Romance, Drama",16.0,,7.2,8322.0,"1,726","He Hong Shan, Li Zi Feng, Chen Mu Yang, Zheng Nan Xi, Tan Yan Yan, Wang Yi Zhou",nan,
Deep Love Love Again (2024),"Mystery, Romance, Drama",22.0,,7.2,8444.0,"2,119","Garvey Jin, Tiffany Gao, Jason Xu, Min Xing Han, Wang Xiao Shi",nan,
Taking Love as a Contract (2024),"Romance, Drama",24.0,,7.2,8390.0,"2,327","Lu Yan Qi, Yan Zi Xian, Ni Han Jin, Fan Jing Yi, Qu Gang, Huang Ying",nan,
First Marriage (2024),"Historical, Mystery, Romance",24.0,,7.2,8441.0,"1,119","Wu Ri Li Ge, Yu Yang, Shu Ya Xin, Wang Yi Bo, Kui Yuan, He Wen Xiao",nan,
